Año,E m p r e s a / Air Carrier,1,2,3,4,5,6,7,8,9,10,11,12,Total / Total
2001,Aero Cuahonte S.A de C.V,2769,2501,2749,2434,2318,2246,2193,2198,1617,1697,1486,1379,25587
2001,Aerocalifornia,122553,115697,124848,127632,115639,131957,156224,144252,108663,105270,97378,112462,1462575
2001,Aerocozumel,7793,7912,8951,8982,6460,6785,7415,6821,3712,4837,5769,6160,81597
2001,Aerolineas Internacionales,38511,37111,33298,33993,31083,34315,39486,33415,24053,24750,33698,37129,400842
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,68799,62657,70893,66889,65337,68386,76122,75382,56891,62630,60111,56696,790793
2001,Aeromar,33050,32209,36049,32949,37651,35827,36099,37450,34876,40227,37582,31595,425564
2001,Aerovías Caribe S.A  de C.V,34171,33160,41759,37760,35231,30695,38265,39466,34015,27420,27658,34253,413853
2001,Aeroméxico (Aerovías de México),578262,549428,626534,601970,612266,548515,683125,666211,518815,530814,536062,542257,6994259
2001,Aviacsa (Consorcio Aviaxsa),129031,119552,133665,133800,135437,122104,156754,145087,96674,97453,107992,140370,1517919
2001,Grupo  Aereo Monterrey,0,15862,21515,36084,27862,35555,48891,39556,20382,19145,24647,37006,326505
2001,Lineas Aereas Allegro,21774,17886,25822,27931,26389,24098,30600,39401,31416,29378,22727,42540,339962
2001,Lineas Aereas Azteca,0,0,0,0,0,6134,17321,15807,8116,8560,9052,22265,87255
2001,Mexicana (Mexicana de Aviación),410016,402204,460606,421960,435640,434961,508379,485625,353522,374247,394746,374865,5056771
