Año,Aerolinea,Mes,Pasajeros
2023,Aeromar,3,0
2023,Aerus,3,0
1992,Aeroméxico (Aerovías de México),4,451556
1992,Mexicana (Mexicana de Aviación),4,469492
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,38883
1992,Aerocalifornia,4,47588
1992,Aviacsa (Consorcio Aviaxsa),4,28548
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),4,21793
1992,Aerovías Caribe S.A  de C.V,4,17286
1992,Aeromar,4,18607
1992,Aviación del Noroeste S.A de C.V,4,14932
1992,Aerocozumel,4,14170
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,7669
1992,Aerovías de Poniente S.A de C.V,4,4139
1992,Aero Sudpacifico S.A.,4,2653
1992,Aeromonterrey,4,1723
1992,Aerolineas Morelos S.A (Aeromorelos),4,1841
1992,Transportes Aéreos  Gane S.A  de C.V,4,617
1992,Servicio Aéreo Leo López S.A. de C.V,4,489
1993,Aero Sudpacifico S.A.,4,2684
1993,Aerocalifornia,4,61568
1993,Aerocozumel,4,16317
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,19640
1993,Aeromar,4,20319
1993,Aeromonterrey,4,0
1993,Aerolineas Morelos S.A (Aeromorelos),4,1932
1993,Aerovías Caribe S.A  de C.V,4,17286
1993,Aeroméxico (Aerovías de México),4,474889
1993,Aerovías de Poniente S.A de C.V,4,21484
1993,Aviación del Noroeste S.A de C.V,4,19888
1993,Aviacsa (Consorcio Aviaxsa),4,35338
1993,Mexicana (Mexicana de Aviación),4,405682
1993,"Pal Aerolineas, S.A. de C.V.",4,0
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),4,42125
1993,Servicio Aéreo Leo López S.A. de C.V,4,498
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,70401
1993,Transportes Aéreos  Gane S.A  de C.V,4,550
1994,Aero Sudpacifico S.A.,4,2984
1994,Aerocalifornia,4,63557
1994,Aerocozumel,4,17569
1994,Aeroejecutivo S.A de C.V ,4,0
1994,Aerolineas Internacionales,4,0
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,14043
1994,Aeromar,4,27114
1994,Aerolineas Morelos S.A (Aeromorelos),4,1813
1994,Aerovías Caribe S.A  de C.V,4,19766
1994,Aeroméxico (Aerovías de México),4,576084
1994,Aerovías de Poniente S.A de C.V,4,21823
1994,Aviación del Noroeste S.A de C.V,4,15482
1994,Aviacsa (Consorcio Aviaxsa),4,31374
1994,Lineas Aereas Allegro,4,0
1994,Mexicana (Mexicana de Aviación),4,428774
1994,"Pal Aerolineas, S.A. de C.V.",4,3669
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),4,53411
1994,Servicio Aéreo Leo López S.A. de C.V,4,333
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,188732
1994,Transportes Aéreos  Gane S.A  de C.V,4,0
1995,Aero Sudpacifico S.A.,4,3676
1995,Aerocalifornia,4,72375
1995,Aerocozumel,4,14475
1995,Aeroejecutivo S.A de C.V ,4,13480
1995,Aerolineas Internacionales,4,11968
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,36762
1995,Aeromar,4,21366
1995,Aerolineas Morelos S.A (Aeromorelos),4,1794
1995,Aerovías Caribe S.A  de C.V,4,27001
1995,Aeroméxico (Aerovías de México),4,453797
1995,Aviación del Noroeste S.A de C.V,4,4405
1995,Aviacsa (Consorcio Aviaxsa),4,38842
1995,Lineas Aereas Allegro,4,2224
1995,Mexicana (Mexicana de Aviación),4,390021
1995,"Pal Aerolineas, S.A. de C.V.",4,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),4,0
1995,Servicio Aéreo Leo López S.A. de C.V,4,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,148520
1995,Transportes Aéreos  Gane S.A  de C.V,4,0
1996,Aero Cuahonte S.A de C.V,4,0
1996,Aero Sudpacifico S.A.,4,351
1996,Aerocalifornia,4,77792
1996,Aerocozumel,4,9844
1996,Aeroejecutivo S.A de C.V ,4,17323
1996,Aerolineas Internacionales,4,13758
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,40662
1996,Aeromar,4,26061
1996,Aerolineas Morelos S.A (Aeromorelos),4,2094
1996,Aerovías Caribe S.A  de C.V,4,23308
1996,Aeroméxico (Aerovías de México),4,423458
1996,Aviación del Noroeste S.A de C.V,4,2031
1996,Aviacsa (Consorcio Aviaxsa),4,38198
1996,Lineas Aereas Allegro,4,4069
1996,Mexicana (Mexicana de Aviación),4,339770
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,89717
1997,Aero Cuahonte S.A de C.V,4,3714
1997,Aerocalifornia,4,84361
1997,Aerocozumel,4,13262
1997,Aeroejecutivo S.A de C.V ,4,19518
1997,Aerolineas Internacionales,4,18396
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,57136
1997,Aeromar,4,29725
1997,Aerolineas Morelos S.A (Aeromorelos),4,625
1997,Aerovías Caribe S.A  de C.V,4,32026
1997,Aeroméxico (Aerovías de México),4,476918
1997,Aviacsa (Consorcio Aviaxsa),4,42081
1997,Lineas Aereas Allegro,4,2614
1997,Mexicana (Mexicana de Aviación),4,378910
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,77117
1998,Aero Cuahonte S.A de C.V,4,3686
1998,Aerocalifornia,4,147865
1998,Aerocozumel,4,9264
1998,Aeroejecutivo S.A de C.V ,4,7817
1998,Aerolineas Internacionales,4,31107
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,59579
1998,Aeromar,4,32550
1998,Aerovías Caribe S.A  de C.V,4,43414
1998,Aeroméxico (Aerovías de México),4,498494
1998,Aviacsa (Consorcio Aviaxsa),4,66544
1998,Lineas Aereas Allegro,4,7462
1998,Mexicana (Mexicana de Aviación),4,391851
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,110563
1999,Aero Cuahonte S.A de C.V,4,3617
1999,Aerocalifornia,4,132761
1999,Aerocozumel,4,15949
1999,Aeroejecutivo S.A de C.V ,4,3559
1999,Aerolineas Internacionales,4,23515
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,55014
1999,Aeromar,4,29641
1999,Aerovías Caribe S.A  de C.V,4,47409
1999,Aeroméxico (Aerovías de México),4,544301
1999,Aviacsa (Consorcio Aviaxsa),4,85682
1999,Lineas Aereas Allegro,4,11025
1999,Mexicana (Mexicana de Aviación),4,381536
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",4,168614
2000,Aeroméxico (Aerovías de México),4,573657
2000,Mexicana (Mexicana de Aviación),4,414059
2000,Aerocalifornia,4,119110
2000,Aviacsa (Consorcio Aviaxsa),4,104974
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,54849
2000,Aeromar,4,42131
2000,Aerovías Caribe S.A  de C.V,4,41471
2000,Aerolineas Internacionales,4,29043
2000,Lineas Aereas Allegro,4,9893
2000,Aerocozumel,4,13267
2000,Aero Cuahonte S.A de C.V,4,3072
2000,Aeroejecutivo S.A de C.V ,4,2073
2001,Aero Cuahonte S.A de C.V,4,2434
2001,Aerocalifornia,4,127632
2001,Aerocozumel,4,8982
2001,Aerolineas Internacionales,4,33993
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,66889
2001,Aeromar,4,32949
2001,Aerovías Caribe S.A  de C.V,4,37760
2001,Aeroméxico (Aerovías de México),4,601970
2001,Aviacsa (Consorcio Aviaxsa),4,133800
2001,Grupo  Aereo Monterrey,4,36084
2001,Lineas Aereas Allegro,4,27931
2001,Lineas Aereas Azteca,4,0
2001,Mexicana (Mexicana de Aviación),4,421960
2002,Aero Cuahonte S.A de C.V,4,1178
2002,Aerocalifornia,4,116436
2002,Aerocozumel,4,6193
2002,Aerolineas Internacionales,4,35608
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,64750
2002,Aeromar,4,37448
2002,Aerovías Caribe S.A  de C.V,4,36076
2002,Aeroméxico (Aerovías de México),4,559013
2002,Aviacsa (Consorcio Aviaxsa),4,132646
2002,Grupo  Aereo Monterrey,4,27976
2002,Lineas Aereas Allegro,4,27772
2002,Lineas Aereas Azteca,4,21547
2002,Mexicana (Mexicana de Aviación),4,380662
2003,Aero Cuahonte S.A de C.V,4,526
2003,Aerocalifornia,4,128537
2003,Aerocozumel,4,3875
2003,Aerolineas Internacionales,4,52681
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,68496
2003,Aeromar,4,45124
2003,Aerovías Caribe S.A  de C.V,4,53973
2003,Aeroméxico (Aerovías de México),4,500786
2003,Aviacsa (Consorcio Aviaxsa),4,173940
2003,Grupo  Aereo Monterrey,4,32334
2003,Lineas Aereas Allegro,4,32787
2003,Lineas Aereas Azteca,4,41472
2003,Mexicana (Mexicana de Aviación),4,401810
2004,Aero Cuahonte S.A de C.V,4,172
2004,Aerocalifornia,4,144978
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,76147
2004,Aeromar,4,44881
2004,Aerovías Caribe S.A  de C.V,4,62287
2004,Aeroméxico (Aerovías de México),4,562406
2004,Aviacsa (Consorcio Aviaxsa),4,235600
2004,Grupo  Aereo Monterrey,4,59547
2004,Lineas Aereas Azteca,4,59730
2004,Mexicana (Mexicana de Aviación),4,417506
2005,ABC Aerolineas,4,0
2005,Aerocalifornia,4,154014
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,80197
2005,Aeromar,4,46573
2005,Aerovías Caribe S.A  de C.V,4,65561
2005,Aeroméxico (Aerovías de México),4,526608
2005,Aviacsa (Consorcio Aviaxsa),4,277207
2005,Avolar,4,0
2005,Grupo Aereo  Monterrey,4,42135
2005,Lineas Aereas Azteca,4,62323
2005,Mexicana (Mexicana de Aviación),4,366925
2006,ABC Aerolíneas,4,84467
2006,Aerocalifornia,4,0
2006,Aeroenlaces,4,0
2006,Aerolineas Mesoamericanas,4,0
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,68809
2006,Aeromar,4,54343
2006,Aerovías Caribe S.A  de C.V,4,117027
2006,Aeroméxico (Aerovías de México),4,568972
2006,Aviacsa (Consorcio Aviaxsa),4,233573
2006,Avolar,4,23726
2006,Grupo  Aereo Monterrey,4,61750
2006,Lineas Aereas Azteca,4,106658
2006,Mexicana (Mexicana de Aviación),4,390282
2006,Vuela,4,66982
2007,Aeroméxico (Aerovías de México),4,463537
2007,Mexicana (Mexicana de Aviación),4,407001
2007,Aviacsa (Consorcio Aviaxsa),4,281781
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,181118
2007,Vuela,4,169401
2007,Aerovías Caribe S.A  de C.V,4,179377
2007,ABC Aerolineas,4,137931
2007,Aerocalifornia,4,112576
2007,Aeroenlaces,4,84777
2007,Avolar,4,85952
2007,Aerolineas Mesoamericanas,4,60368
2007,Grupo Aereo  Monterrey,4,63376
2007,Aeromar,4,42984
2007,Lineas Aereas Azteca,4,0
2008,ABC Aerolineas,4,215901
2008,Aerocalifornia,4,42304
2008,Aeroenlaces,4,135538
2008,Aerolineas Mesoamericanas,4,96419
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,4,243958
2008,Aeromar,4,37575
2008,Aerovías Caribe S.A  de C.V,4,206827
2008,Aeroméxico (Aerovías de México),4,398711
2008,Aviacsa (Consorcio Aviaxsa),4,227267
2008,Avolar,4,51232
2008,Grupo Aereo  Monterrey,4,51460
2008,Mexicana (Mexicana de Aviación),4,329428
2008,Vuela,4,261074
2009,Aeroméxico Connect (Aerolitoral),4,301154
2009,Aeroméxico (Aerovias de México),4,300296
2009,Click (Aerovías Caribe),4,289740
2009,Volaris (Concesionaria Vuela Cia de Aviación),4,282551
2009,Interjet (ABC Aerolíneas),4,282931
2009,Mexicana (Mexicana de Aviación),4,204727
2009,Vivaaerobus (Aeroenlaces),4,108057
2009,Aviacsa (Consorcio Aviaxsa),4,212944
2009,Magnicharters (Grupo Aéreo Monterrey),4,59382
2009,Aeromar,4,35385
2009,Mexicana Link,4,13513
2009,Aerocalifornia,4,0
2009,Alma (Aerolineas Mesoamericanas),4,0
2009,Avolar,4,0
2010,Aeroméxico Connect (Aerolitoral),4,346024
2010,Click (Aerovías Caribe),4,309691
2010,Aeroméxico (Aerovías de México),4,282480
2010,Interjet (ABC Aerolíneas),4,278877
2010,Volaris (Concesionaria Vuela Cia de Aviación),4,264258
2010,Mexicana (Mexicana de Aviación),4,195212
2010,Vivaaerobus (Aeroenlaces),4,162703
2010,Mexicana Link ,4,63040
2010,Aeromar,4,49412
2010,Magnicharters (Grupo Aéreo Monterrey),4,58975
2010,Aeroméxico Travel,4,0
2011,Interjet (ABC Aerolíneas),4,510430
2011,Aeroméxico Connect (Aerolitoral),4,419390
2011,Aeroméxico (Aerovías de México),4,386844
2011,Volaris (Concesionaria Vuela Cia de Aviación),4,373157
2011,Vivaaerobus (Aeroenlaces),4,242708
2011,Magnicharters (Grupo Aéreo Monterrey),4,63513
2011,Aeromar,4,49541
2012,Interjet (ABC Aerolíneas),4,535131
2012,Aeroméxico Connect (Aerolitoral),4,427237
2012,Aeroméxico (Aerovías de México),4,402285
2012,Volaris (Concesionaria Vuela Cia de Aviación),4,467583
2012,Vivaaerobus (Aeroenlaces),4,259984
2012,Magnicharters (Grupo Aéreo Monterrey),4,96338
2012,Aeromar,4,44225
2013,Interjet (ABC Aerolíneas),4,583920
2013,Aeroméxico Connect (Aerolitoral),4,448436
2013,Aeroméxico (Aerovías de México),4,393253
2013,Volaris (Concesionaria Vuela Cia de Aviación),4,525809
2013,Vivaaerobus (Aeroenlaces),4,313948
2013,Magnicharters (Grupo Aéreo Monterrey),4,67386
2013,Aeromar,4,44380
2014,Aéreo Calafia,4,0
2014,Aeromar,4,43526
2014,Aeroméxico (Aerovías de México),4,402838
2014,Aeroméxico Connect (Aerolitoral),4,536892
2014,Interjet (ABC Aerolíneas),4,624212
2014,Magnicharters (Grupo Aéreo Monterrey),4,97787
2014,Transportes Aéreos Regionales (TAR),4,6436
2014,Vivaaerobus (Aeroenlaces),4,332642
2014,Volaris (Concesionaria Vuela Cia de Aviación),4,619651
2015,Aéreo Calafia,4,6171
2015,Aeromar,4,40128
2015,Aeroméxico (Aerovías de México),4,437654
2015,Aeroméxico Connect (Aerolitoral),4,582095
2015,Interjet (ABC Aerolíneas),4,761034
2015,Magnicharters (Grupo Aéreo Monterrey),4,70985
2015,Transportes Aéreos Regionales (TAR),4,18488
2015,Vivaaerobus (Aeroenlaces),4,350921
2015,Volaris (Concesionaria Vuela Cia de Aviación),4,720548
2016,Aéreo Calafia,4,14836
2016,Aeromar,4,38919
2016,Aeroméxico (Aerovías de México),4,435805
2016,Aeroméxico Connect (Aerolitoral),4,626224
2016,Interjet (ABC Aerolíneas),4,716350
2016,Magnicharters (Grupo Aéreo Monterrey),4,53691
2016,Transportes Aéreos Regionales (TAR),4,49378
2016,Vivaaerobus (Aeroenlaces),4,395038
2016,Volaris (Concesionaria Vuela Cia de Aviación),4,878257
2017,Aéreo Calafia,4,17297
2017,Aeromar,4,58404
2017,Aeroméxico (Aerovías de México),4,451206
2017,Aeroméxico Connect (Aerolitoral),4,619723
2017,Interjet (ABC Aerolíneas),4,785529
2017,Magnicharters (Grupo Aéreo Monterrey),4,85523
2017,Transportes Aéreos Regionales (TAR),4,47165
2017,Vivaaerobus (Aeroenlaces),4,622233
2017,Volaris (Concesionaria Vuela Cia de Aviación),4,1036394
2018,Aéreo Calafia,4,25839
2018,Aeromar,4,58039
2018,Aeroméxico (Aerovías de México),4,462492
2018,Aeroméxico Connect (Aerolitoral),4,692596
2018,Interjet (ABC Aerolíneas),4,881220
2018,Magnicharters (Grupo Aéreo Monterrey),4,73805
2018,Transportes Aéreos Regionales (TAR),4,49795
2018,Vivaaerobus (Aeroenlaces),4,711760
2018,Volaris (Concesionaria Vuela Cia de Aviación),4,1141275
2019,Aéreo Calafia,4,26137
2019,Aeromar,4,62768
2019,Aeroméxico (Aerovías de México),4,422543
2019,Aeroméxico Connect (Aerolitoral),4,627646
2019,Interjet (ABC Aerolíneas),4,903577
2019,Magnicharters (Grupo Aéreo Monterrey),4,54469
2019,Transportes Aéreos Regionales (TAR),4,50399
2019,Vivaaerobus (Aeroenlaces),4,853729
2019,Volaris (Concesionaria Vuela Cia de Aviación),4,1437064
2020,Aéreo Calafia,4,1164
2020,Aeromar,4,2628
2020,Aeroméxico (Aerovías de México),4,46409
2020,Aeroméxico Connect (Aerolitoral),4,84048
2020,Interjet (ABC Aerolíneas),4,25068
2020,Magnicharters (Grupo Aéreo Monterrey),4,705
2020,Transportes Aéreos Regionales (TAR),4,485
2020,Vivaaerobus (Aeroenlaces),4,89829
2020,Volaris (Concesionaria Vuela Cia de Aviación),4,162889
2021,Volaris (Concesionaria Vuela Cia de Aviación),4,1489022
2021,Vivaaerobus (Aeroenlaces),4,950992
2021,Aeroméxico (Aerovías de México),4,518552
2021,Aeroméxico Connect (Aerolitoral),4,418267
2021,Magnicharters (Grupo Aéreo Monterrey),4,37963
2021,Aeromar,4,30496
2021,Transportes Aéreos Regionales (TAR),4,19899
2021,Aéreo Calafia,4,13432
2022,Volaris (Concesionaria Vuela Cia de Aviación),4,2020386
2022,Vivaaerobus (Aeroenlaces),4,1420556
2022,Aeroméxico (Aerovías de México),4,797826
2022,Aeroméxico Connect (Aerolitoral),4,393801
2022,Aeromar,4,37047
2022,Magnicharters (Grupo Aéreo Monterrey),4,30427
2022,Transportes Aéreos Regionales (TAR),4,31976
2022,Aéreo Calafia,4,12580
2023,Volaris (Concesionaria Vuela Cia de Aviación),4,2141046
2023,Vivaaerobus (Aeroenlaces),4,1723696
2023,Aeroméxico (Aerovías de México),4,969824
2023,Aeroméxico Connect (Aerolitoral),4,453401
2023,Magnicharters (Grupo Aéreo Monterrey),4,22224
2023,Transportes Aéreos Regionales (TAR),4,23384
2023,Aéreo Calafia,4,7610
2023,Aeromar,4,0
2023,Aerus,4,73
1992,Aeroméxico (Aerovías de México),5,478995
1992,Mexicana (Mexicana de Aviación),5,451100
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,39115
1992,Aerocalifornia,5,52314
1992,Aviacsa (Consorcio Aviaxsa),5,25922
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),5,17285
1992,Aerovías Caribe S.A  de C.V,5,16487
1992,Aeromar,5,19983
1992,Aviación del Noroeste S.A de C.V,5,18468
1992,Aerocozumel,5,12643
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,10848
1992,Aerovías de Poniente S.A de C.V,5,5758
1992,Aero Sudpacifico S.A.,5,2438
1992,Aeromonterrey,5,1855
1992,Aerolineas Morelos S.A (Aeromorelos),5,1937
1992,Transportes Aéreos  Gane S.A  de C.V,5,541
1992,Servicio Aéreo Leo López S.A. de C.V,5,463
1993,Aero Sudpacifico S.A.,5,2506
1993,Aerocalifornia,5,61336
1993,Aerocozumel,5,12664
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,17062
1993,Aeromar,5,22809
1993,Aeromonterrey,5,0
1993,Aerolineas Morelos S.A (Aeromorelos),5,2123
1993,Aerovías Caribe S.A  de C.V,5,16487
1993,Aeroméxico (Aerovías de México),5,478215
1993,Aerovías de Poniente S.A de C.V,5,19811
1993,Aviación del Noroeste S.A de C.V,5,21335
1993,Aviacsa (Consorcio Aviaxsa),5,29038
1993,Mexicana (Mexicana de Aviación),5,407263
1993,"Pal Aerolineas, S.A. de C.V.",5,0
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),5,40255
1993,Servicio Aéreo Leo López S.A. de C.V,5,380
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,77541
1993,Transportes Aéreos  Gane S.A  de C.V,5,639
1994,Aero Sudpacifico S.A.,5,882
1994,Aerocalifornia,5,66335
1994,Aerocozumel,5,13787
1994,Aeroejecutivo S.A de C.V ,5,0
1994,Aerolineas Internacionales,5,788
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,19171
1994,Aeromar,5,29146
1994,Aerolineas Morelos S.A (Aeromorelos),5,1685
1994,Aerovías Caribe S.A  de C.V,5,17987
1994,Aeroméxico (Aerovías de México),5,594516
1994,Aerovías de Poniente S.A de C.V,5,24898
1994,Aviación del Noroeste S.A de C.V,5,5466
1994,Aviacsa (Consorcio Aviaxsa),5,29052
1994,Lineas Aereas Allegro,5,0
1994,Mexicana (Mexicana de Aviación),5,432879
1994,"Pal Aerolineas, S.A. de C.V.",5,4222
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),5,76956
1994,Servicio Aéreo Leo López S.A. de C.V,5,390
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,246058
1994,Transportes Aéreos  Gane S.A  de C.V,5,0
1995,Aero Sudpacifico S.A.,5,1620
1995,Aerocalifornia,5,77118
1995,Aerocozumel,5,11774
1995,Aeroejecutivo S.A de C.V ,5,16625
1995,Aerolineas Internacionales,5,13549
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,36862
1995,Aeromar,5,23679
1995,Aerolineas Morelos S.A (Aeromorelos),5,1213
1995,Aerovías Caribe S.A  de C.V,5,24221
1995,Aeroméxico (Aerovías de México),5,456229
1995,Aviación del Noroeste S.A de C.V,5,3732
1995,Aviacsa (Consorcio Aviaxsa),5,35356
1995,Lineas Aereas Allegro,5,1487
1995,Mexicana (Mexicana de Aviación),5,381600
1995,"Pal Aerolineas, S.A. de C.V.",5,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),5,0
1995,Servicio Aéreo Leo López S.A. de C.V,5,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,104813
1995,Transportes Aéreos  Gane S.A  de C.V,5,0
1996,Aero Cuahonte S.A de C.V,5,0
1996,Aero Sudpacifico S.A.,5,1641
1996,Aerocalifornia,5,76640
1996,Aerocozumel,5,11805
1996,Aeroejecutivo S.A de C.V ,5,27645
1996,Aerolineas Internacionales,5,13794
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,47214
1996,Aeromar,5,33462
1996,Aerolineas Morelos S.A (Aeromorelos),5,1678
1996,Aerovías Caribe S.A  de C.V,5,33748
1996,Aeroméxico (Aerovías de México),5,437315
1996,Aviación del Noroeste S.A de C.V,5,2340
1996,Aviacsa (Consorcio Aviaxsa),5,50594
1996,Lineas Aereas Allegro,5,4556
1996,Mexicana (Mexicana de Aviación),5,344277
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,77908
1997,Aero Cuahonte S.A de C.V,5,3931
1997,Aerocalifornia,5,100970
1997,Aerocozumel,5,11873
1997,Aeroejecutivo S.A de C.V ,5,21592
1997,Aerolineas Internacionales,5,23134
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,57453
1997,Aeromar,5,31273
1997,Aerolineas Morelos S.A (Aeromorelos),5,611
1997,Aerovías Caribe S.A  de C.V,5,34983
1997,Aeroméxico (Aerovías de México),5,484032
1997,Aviacsa (Consorcio Aviaxsa),5,41865
1997,Lineas Aereas Allegro,5,3132
1997,Mexicana (Mexicana de Aviación),5,384286
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,83956
1998,Aero Cuahonte S.A de C.V,5,3735
1998,Aerocalifornia,5,138131
1998,Aerocozumel,5,10876
1998,Aeroejecutivo S.A de C.V ,5,9504
1998,Aerolineas Internacionales,5,30974
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,61947
1998,Aeromar,5,33279
1998,Aerovías Caribe S.A  de C.V,5,38809
1998,Aeroméxico (Aerovías de México),5,522194
1998,Aviacsa (Consorcio Aviaxsa),5,76308
1998,Lineas Aereas Allegro,5,6383
1998,Mexicana (Mexicana de Aviación),5,377978
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,118268
1999,Aero Cuahonte S.A de C.V,5,3640
1999,Aerocalifornia,5,132663
1999,Aerocozumel,5,15132
1999,Aeroejecutivo S.A de C.V ,5,4040
1999,Aerolineas Internacionales,5,26998
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,60271
1999,Aeromar,5,32573
1999,Aerovías Caribe S.A  de C.V,5,34426
1999,Aeroméxico (Aerovías de México),5,566582
1999,Aviacsa (Consorcio Aviaxsa),5,108168
1999,Lineas Aereas Allegro,5,5141
1999,Mexicana (Mexicana de Aviación),5,388747
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",5,170601
2000,Aeroméxico (Aerovías de México),5,613314
2000,Mexicana (Mexicana de Aviación),5,461341
2000,Aerocalifornia,5,120550
2000,Aviacsa (Consorcio Aviaxsa),5,121242
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,62174
2000,Aeromar,5,44732
2000,Aerovías Caribe S.A  de C.V,5,38199
2000,Aerolineas Internacionales,5,32604
2000,Lineas Aereas Allegro,5,11529
2000,Aerocozumel,5,10038
2000,Aero Cuahonte S.A de C.V,5,3199
2000,Aeroejecutivo S.A de C.V ,5,2119
2001,Aero Cuahonte S.A de C.V,5,2318
2001,Aerocalifornia,5,115639
2001,Aerocozumel,5,6460
2001,Aerolineas Internacionales,5,31083
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,65337
2001,Aeromar,5,37651
2001,Aerovías Caribe S.A  de C.V,5,35231
2001,Aeroméxico (Aerovías de México),5,612266
2001,Aviacsa (Consorcio Aviaxsa),5,135437
2001,Grupo  Aereo Monterrey,5,27862
2001,Lineas Aereas Allegro,5,26389
2001,Lineas Aereas Azteca,5,0
2001,Mexicana (Mexicana de Aviación),5,435640
2002,Aero Cuahonte S.A de C.V,5,1077
2002,Aerocalifornia,5,115571
2002,Aerocozumel,5,4924
2002,Aerolineas Internacionales,5,24053
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,67743
2002,Aeromar,5,38627
2002,Aerovías Caribe S.A  de C.V,5,36422
2002,Aeroméxico (Aerovías de México),5,565017
2002,Aviacsa (Consorcio Aviaxsa),5,136808
2002,Grupo  Aereo Monterrey,5,31870
2002,Lineas Aereas Allegro,5,51294
2002,Lineas Aereas Azteca,5,21116
2002,Mexicana (Mexicana de Aviación),5,389555
2003,Aero Cuahonte S.A de C.V,5,485
2003,Aerocalifornia,5,136040
2003,Aerocozumel,5,2393
2003,Aerolineas Internacionales,5,40950
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,72712
2003,Aeromar,5,52781
2003,Aerovías Caribe S.A  de C.V,5,27303
2003,Aeroméxico (Aerovías de México),5,557334
2003,Aviacsa (Consorcio Aviaxsa),5,174265
2003,Grupo  Aereo Monterrey,5,34093
2003,Lineas Aereas Allegro,5,31441
2003,Lineas Aereas Azteca,5,35854
2003,Mexicana (Mexicana de Aviación),5,431702
2004,Aero Cuahonte S.A de C.V,5,204
2004,Aerocalifornia,5,136833
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,5,79123
2004,Aeromar,5,48734
2004,Aerovías Caribe S.A  de C.V,5,63216
2004,Aeroméxico (Aerovías de México),5,573858
2004,Aviacsa (Consorcio Aviaxsa),5,257031
2004,Grupo  Aereo Monterrey,5,55694
2004,Lineas Aereas Azteca,5,52139
2004,Mexicana (Mexicana de Aviación),5,416151
2005,ABC Aerolineas,5,0
2005,Aerocalifornia,5,156230
