Año,Aerolinea,Mes,Pasajeros
1994,Aerovías de Poniente S.A de C.V,10,25107
1994,Aviación del Noroeste S.A de C.V,10,6451
1994,Aviacsa (Consorcio Aviaxsa),10,46828
1994,Lineas Aereas Allegro,10,1396
1994,Mexicana (Mexicana de Aviación),10,411907
1994,"Pal Aerolineas, S.A. de C.V.",10,3712
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),10,72713
1994,Servicio Aéreo Leo López S.A. de C.V,10,341
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,269683
1994,Transportes Aéreos  Gane S.A  de C.V,10,425
1995,Aero Sudpacifico S.A.,10,1563
1995,Aerocalifornia,10,78242
1995,Aerocozumel,10,7743
1995,Aeroejecutivo S.A de C.V ,10,10262
1995,Aerolineas Internacionales,10,12104
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,40973
1995,Aeromar,10,31010
1995,Aerolineas Morelos S.A (Aeromorelos),10,1782
1995,Aerovías Caribe S.A  de C.V,10,37152
1995,Aeroméxico (Aerovías de México),10,460630
1995,Aviación del Noroeste S.A de C.V,10,2878
1995,Aviacsa (Consorcio Aviaxsa),10,37672
1995,Lineas Aereas Allegro,10,2559
1995,Mexicana (Mexicana de Aviación),10,374882
1995,"Pal Aerolineas, S.A. de C.V.",10,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),10,0
1995,Servicio Aéreo Leo López S.A. de C.V,10,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,85263
1995,Transportes Aéreos  Gane S.A  de C.V,10,0
1996,Aero Cuahonte S.A de C.V,10,0
1996,Aero Sudpacifico S.A.,10,1590
1996,Aerocalifornia,10,81364
1996,Aerocozumel,10,10097
1996,Aeroejecutivo S.A de C.V ,10,22544
1996,Aerolineas Internacionales,10,13631
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,53513
1996,Aeromar,10,31008
1996,Aerolineas Morelos S.A (Aeromorelos),10,1413
1996,Aerovías Caribe S.A  de C.V,10,35008
1996,Aeroméxico (Aerovías de México),10,462729
1996,Aviación del Noroeste S.A de C.V,10,0
1996,Aviacsa (Consorcio Aviaxsa),10,38957
1996,Lineas Aereas Allegro,10,3396
1996,Mexicana (Mexicana de Aviación),10,345097
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,69522
1997,Aero Cuahonte S.A de C.V,10,3291
1997,Aerocalifornia,10,98641
1997,Aerocozumel,10,9039
1997,Aeroejecutivo S.A de C.V ,10,24456
1997,Aerolineas Internacionales,10,19542
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,56727
1997,Aeromar,10,33287
1997,Aerolineas Morelos S.A (Aeromorelos),10,0
1997,Aerovías Caribe S.A  de C.V,10,42613
1997,Aeroméxico (Aerovías de México),10,532649
1997,Aviacsa (Consorcio Aviaxsa),10,35246
1997,Lineas Aereas Allegro,10,2483
1997,Mexicana (Mexicana de Aviación),10,375993
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,95489
1998,Aero Cuahonte S.A de C.V,10,3106
1998,Aerocalifornia,10,128611
1998,Aerocozumel,10,8831
1998,Aeroejecutivo S.A de C.V ,10,7274
1998,Aerolineas Internacionales,10,23404
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,60320
1998,Aeromar,10,33937
1998,Aerovías Caribe S.A  de C.V,10,23029
1998,Aeroméxico (Aerovías de México),10,523111
1998,Aviacsa (Consorcio Aviaxsa),10,72533
1998,Lineas Aereas Allegro,10,7409
1998,Mexicana (Mexicana de Aviación),10,387727
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,139734
1999,Aero Cuahonte S.A de C.V,10,3174
1999,Aerocalifornia,10,134936
1999,Aerocozumel,10,10560
1999,Aeroejecutivo S.A de C.V ,10,4655
1999,Aerolineas Internacionales,10,11547
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,64712
1999,Aeromar,10,43615
1999,Aerovías Caribe S.A  de C.V,10,44021
1999,Aeroméxico (Aerovías de México),10,566257
1999,Aviacsa (Consorcio Aviaxsa),10,91356
1999,Lineas Aereas Allegro,10,9250
1999,Mexicana (Mexicana de Aviación),10,392035
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",10,175904
2000,Aeroméxico (Aerovías de México),10,611237
2000,Mexicana (Mexicana de Aviación),10,431677
2000,Aerocalifornia,10,104904
2000,Aviacsa (Consorcio Aviaxsa),10,118499
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,67673
2000,Aeromar,10,42489
2000,Aerovías Caribe S.A  de C.V,10,29122
2000,Aerolineas Internacionales,10,23920
2000,Lineas Aereas Allegro,10,10422
2000,Aerocozumel,10,5963
2000,Aero Cuahonte S.A de C.V,10,2769
2000,Aeroejecutivo S.A de C.V ,10,0
2001,Aero Cuahonte S.A de C.V,10,1697
2001,Aerocalifornia,10,105270
2001,Aerocozumel,10,4837
2001,Aerolineas Internacionales,10,24750
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,62630
2001,Aeromar,10,40227
2001,Aerovías Caribe S.A  de C.V,10,27420
2001,Aeroméxico (Aerovías de México),10,530814
2001,Aviacsa (Consorcio Aviaxsa),10,97453
2001,Grupo  Aereo Monterrey,10,19145
2001,Lineas Aereas Allegro,10,29378
2001,Lineas Aereas Azteca,10,8560
2001,Mexicana (Mexicana de Aviación),10,374247
2002,Aero Cuahonte S.A de C.V,10,726
2002,Aerocalifornia,10,103891
2002,Aerocozumel,10,2916
2002,Aerolineas Internacionales,10,31620
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,67589
2002,Aeromar,10,40246
2002,Aerovías Caribe S.A  de C.V,10,39931
2002,Aeroméxico (Aerovías de México),10,555521
2002,Aviacsa (Consorcio Aviaxsa),10,110996
2002,Grupo  Aereo Monterrey,10,16339
2002,Lineas Aereas Allegro,10,22489
2002,Lineas Aereas Azteca,10,21901
2002,Mexicana (Mexicana de Aviación),10,383621
2003,Aero Cuahonte S.A de C.V,10,349
2003,Aerocalifornia,10,147435
2003,Aerocozumel,10,0
2003,Aerolineas Internacionales,10,0
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,74861
2003,Aeromar,10,55898
2003,Aerovías Caribe S.A  de C.V,10,45036
2003,Aeroméxico (Aerovías de México),10,514499
2003,Aviacsa (Consorcio Aviaxsa),10,182250
2003,Grupo  Aereo Monterrey,10,29116
2003,Lineas Aereas Allegro,10,29125
2003,Lineas Aereas Azteca,10,52711
2003,Mexicana (Mexicana de Aviación),10,393154
2004,Aero Cuahonte S.A de C.V,10,0
2004,Aerocalifornia,10,140736
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,88387
2004,Aeromar,10,48760
2004,Aerovías Caribe S.A  de C.V,10,56508
2004,Aeroméxico (Aerovías de México),10,549703
2004,Aviacsa (Consorcio Aviaxsa),10,225249
2004,Grupo  Aereo Monterrey,10,35826
2004,Lineas Aereas Azteca,10,59236
2004,Mexicana (Mexicana de Aviación),10,398747
2005,ABC Aerolineas,10,0
2005,Aerocalifornia,10,128423
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,68668
2005,Aeromar,10,52467
2005,Aerovías Caribe S.A  de C.V,10,86674
2005,Aeroméxico (Aerovías de México),10,523274
2005,Aviacsa (Consorcio Aviaxsa),10,237100
2005,Avolar,10,5185
2005,Grupo Aereo  Monterrey,10,35860
2005,Lineas Aereas Azteca,10,74389
2005,Mexicana (Mexicana de Aviación),10,379515
2006,ABC Aerolíneas,10,128944
2006,Aerocalifornia,10,75033
2006,Aeroenlaces,10,0
2006,Aerolineas Mesoamericanas,10,43165
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,108079
2006,Aeromar,10,57615
2006,Aerovías Caribe S.A  de C.V,10,124188
2006,Aeroméxico (Aerovías de México),10,467137
2006,Aviacsa (Consorcio Aviaxsa),10,282411
2006,Avolar,10,54754
2006,Grupo  Aereo Monterrey,10,48320
2006,Lineas Aereas Azteca,10,84064
2006,Mexicana (Mexicana de Aviación),10,353464
2006,Vuela,10,110374
2007,Aeroméxico (Aerovías de México),10,457200
2007,Mexicana (Mexicana de Aviación),10,402948
2007,Aviacsa (Consorcio Aviaxsa),10,239629
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,216614
2007,Vuela,10,186897
2007,Aerovías Caribe S.A  de C.V,10,181902
2007,ABC Aerolineas,10,165072
2007,Aerocalifornia,10,126044
2007,Aeroenlaces,10,95419
2007,Avolar,10,81166
2007,Aerolineas Mesoamericanas,10,63183
2007,Grupo Aereo  Monterrey,10,43814
2007,Aeromar,10,42675
2007,Lineas Aereas Azteca,10,0
2008,ABC Aerolineas,10,251153
2008,Aerocalifornia,10,0
2008,Aeroenlaces,10,72947
2008,Aerolineas Mesoamericanas,10,0
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,10,238355
2008,Aeromar,10,39695
2008,Aerovías Caribe S.A  de C.V,10,330593
2008,Aeroméxico (Aerovías de México),10,388850
2008,Aviacsa (Consorcio Aviaxsa),10,203954
2008,Avolar,10,0
2008,Grupo Aereo  Monterrey,10,47266
2008,Mexicana (Mexicana de Aviación),10,227341
2008,Vuela,10,262669
2009,Aeroméxico Connect (Aerolitoral),10,370715
2009,Aeroméxico (Aerovias de México),10,322557
2009,Click (Aerovías Caribe),10,335972
2009,Volaris (Concesionaria Vuela Cia de Aviación),10,235103
2009,Interjet (ABC Aerolíneas),10,227603
2009,Mexicana (Mexicana de Aviación),10,194573
2009,Vivaaerobus (Aeroenlaces),10,138165
2009,Aviacsa (Consorcio Aviaxsa),10,0
2009,Magnicharters (Grupo Aéreo Monterrey),10,36341
2009,Aeromar,10,47763
2009,Mexicana Link,10,65439
2009,Aerocalifornia,10,0
2009,Alma (Aerolineas Mesoamericanas),10,0
2009,Avolar,10,0
2010,Aeroméxico Connect (Aerolitoral),10,441747
2010,Click (Aerovías Caribe),10,0
2010,Aeroméxico (Aerovías de México),10,450698
2010,Interjet (ABC Aerolíneas),10,392864
2010,Volaris (Concesionaria Vuela Cia de Aviación),10,327752
2010,Mexicana (Mexicana de Aviación),10,0
2010,Vivaaerobus (Aeroenlaces),10,203204
2010,Mexicana Link ,10,0
2010,Aeromar,10,48520
2010,Magnicharters (Grupo Aéreo Monterrey),10,56047
2010,Aeroméxico Travel,10,37960
2011,Interjet (ABC Aerolíneas),10,545557
2011,Aeroméxico Connect (Aerolitoral),10,446871
2011,Aeroméxico (Aerovías de México),10,440168
2011,Volaris (Concesionaria Vuela Cia de Aviación),10,399621
2011,Vivaaerobus (Aeroenlaces),10,237648
2011,Magnicharters (Grupo Aéreo Monterrey),10,55202
2011,Aeromar,10,55203
2012,Interjet (ABC Aerolíneas),10,578348
2012,Aeroméxico Connect (Aerolitoral),10,490799
2012,Aeroméxico (Aerovías de México),10,418888
2012,Volaris (Concesionaria Vuela Cia de Aviación),10,451848
2012,Vivaaerobus (Aeroenlaces),10,307189
2012,Magnicharters (Grupo Aéreo Monterrey),10,62282
2012,Aeromar,10,52790
2013,Interjet (ABC Aerolíneas),10,607201
2013,Aeroméxico Connect (Aerolitoral),10,530868
2013,Aeroméxico (Aerovías de México),10,464933
2013,Volaris (Concesionaria Vuela Cia de Aviación),10,569663
2013,Vivaaerobus (Aeroenlaces),10,289875
2013,Magnicharters (Grupo Aéreo Monterrey),10,52023
2013,Aeromar,10,45148
2014,Aéreo Calafia,10,0
2014,Aeromar,10,47233
2014,Aeroméxico (Aerovías de México),10,459113
2014,Aeroméxico Connect (Aerolitoral),10,594733
2014,Interjet (ABC Aerolíneas),10,699059
2014,Magnicharters (Grupo Aéreo Monterrey),10,61295
2014,Transportes Aéreos Regionales (TAR),10,14393
2014,Vivaaerobus (Aeroenlaces),10,306346
2014,Volaris (Concesionaria Vuela Cia de Aviación),10,615187
2015,Aéreo Calafia,10,8037
2015,Aeromar,10,41435
2015,Aeroméxico (Aerovías de México),10,462401
2015,Aeroméxico Connect (Aerolitoral),10,604364
2015,Interjet (ABC Aerolíneas),10,807413
2015,Magnicharters (Grupo Aéreo Monterrey),10,69065
2015,Transportes Aéreos Regionales (TAR),10,29611
2015,Vivaaerobus (Aeroenlaces),10,375886
2015,Volaris (Concesionaria Vuela Cia de Aviación),10,769027
2016,Aéreo Calafia,10,14652
2016,Aeromar,10,46280
2016,Aeroméxico (Aerovías de México),10,495126
2016,Aeroméxico Connect (Aerolitoral),10,635645
2016,Interjet (ABC Aerolíneas),10,765358
2016,Magnicharters (Grupo Aéreo Monterrey),10,69513
2016,Transportes Aéreos Regionales (TAR),10,53168
2016,Vivaaerobus (Aeroenlaces),10,538666
2016,Volaris (Concesionaria Vuela Cia de Aviación),10,953864
2017,Aéreo Calafia,10,24015
2017,Aeromar,10,58022
2017,Aeroméxico (Aerovías de México),10,446550
2017,Aeroméxico Connect (Aerolitoral),10,689708
2017,Interjet (ABC Aerolíneas),10,823682
2017,Magnicharters (Grupo Aéreo Monterrey),10,65541
2017,Transportes Aéreos Regionales (TAR),10,49643
2017,Vivaaerobus (Aeroenlaces),10,655225
2017,Volaris (Concesionaria Vuela Cia de Aviación),10,1014750
2018,Aéreo Calafia,10,23163
2018,Aeromar,10,66199
2018,Aeroméxico (Aerovías de México),10,459758
2018,Aeroméxico Connect (Aerolitoral),10,683384
2018,Interjet (ABC Aerolíneas),10,873045
2018,Magnicharters (Grupo Aéreo Monterrey),10,65741
2018,Transportes Aéreos Regionales (TAR),10,52203
2018,Vivaaerobus (Aeroenlaces),10,778889
2018,Volaris (Concesionaria Vuela Cia de Aviación),10,1243697
2019,Aéreo Calafia,10,19701
2019,Aeromar,10,66179
2019,Aeroméxico (Aerovías de México),10,524891
2019,Aeroméxico Connect (Aerolitoral),10,651650
2019,Interjet (ABC Aerolíneas),10,841495
2019,Magnicharters (Grupo Aéreo Monterrey),10,57392
2019,Transportes Aéreos Regionales (TAR),10,40850
2019,Vivaaerobus (Aeroenlaces),10,978927
2019,Volaris (Concesionaria Vuela Cia de Aviación),10,1435937
2020,Aéreo Calafia,10,5614
2020,Aeromar,10,25728
2020,Aeroméxico (Aerovías de México),10,374704
2020,Aeroméxico Connect (Aerolitoral),10,368973
2020,Interjet (ABC Aerolíneas),10,33425
2020,Magnicharters (Grupo Aéreo Monterrey),10,29759
2020,Transportes Aéreos Regionales (TAR),10,14897
2020,Vivaaerobus (Aeroenlaces),10,759003
2020,Volaris (Concesionaria Vuela Cia de Aviación),10,1096678
2021,Volaris (Concesionaria Vuela Cia de Aviación),10,1716009
2021,Vivaaerobus (Aeroenlaces),10,1188600
2021,Aeroméxico (Aerovías de México),10,682346
2021,Aeroméxico Connect (Aerolitoral),10,451516
2021,Magnicharters (Grupo Aéreo Monterrey),10,28313
2021,Aeromar,10,36263
2021,Transportes Aéreos Regionales (TAR),10,31649
2021,Aéreo Calafia,10,14115
2022,Volaris (Concesionaria Vuela Cia de Aviación),10,2090696
2022,Vivaaerobus (Aeroenlaces),10,1563987
2022,Aeroméxico (Aerovías de México),10,976889
2022,Aeroméxico Connect (Aerolitoral),10,455200
2022,Aeromar,10,28108
2022,Magnicharters (Grupo Aéreo Monterrey),10,25003
2022,Transportes Aéreos Regionales (TAR),10,26165
2022,Aéreo Calafia,10,11560
2023,Volaris (Concesionaria Vuela Cia de Aviación),10,1930762
2023,Vivaaerobus (Aeroenlaces),10,1937148
2023,Aeroméxico (Aerovías de México),10,1051071
2023,Aeroméxico Connect (Aerolitoral),10,452651
2023,Magnicharters (Grupo Aéreo Monterrey),10,27175
2023,Transportes Aéreos Regionales (TAR),10,15799
2023,Aéreo Calafia,10,745
2023,Aeromar,10,0
2023,Aerus,10,1593
1992,Aeroméxico (Aerovías de México),11,481395
1992,Mexicana (Mexicana de Aviación),11,426534
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,102953
1992,Aerocalifornia,11,67982
1992,Aviacsa (Consorcio Aviaxsa),11,30981
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),11,27426
1992,Aerovías Caribe S.A  de C.V,11,18127
1992,Aeromar,11,20847
1992,Aviación del Noroeste S.A de C.V,11,18373
1992,Aerocozumel,11,12876
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,13776
1992,Aerovías de Poniente S.A de C.V,11,11205
1992,Aero Sudpacifico S.A.,11,2421
1992,Aeromonterrey,11,1982
1992,Aerolineas Morelos S.A (Aeromorelos),11,1472
1992,Transportes Aéreos  Gane S.A  de C.V,11,360
1992,Servicio Aéreo Leo López S.A. de C.V,11,472
1993,Aero Sudpacifico S.A.,11,3003
1993,Aerocalifornia,11,65139
1993,Aerocozumel,11,14502
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,8903
1993,Aeromar,11,26564
1993,Aeromonterrey,11,0
1993,Aerolineas Morelos S.A (Aeromorelos),11,2072
1993,Aerovías Caribe S.A  de C.V,11,18127
1993,Aeroméxico (Aerovías de México),11,558505
1993,Aerovías de Poniente S.A de C.V,11,20721
1993,Aviación del Noroeste S.A de C.V,11,15460
1993,Aviacsa (Consorcio Aviaxsa),11,39698
1993,Mexicana (Mexicana de Aviación),11,408530
1993,"Pal Aerolineas, S.A. de C.V.",11,806
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),11,37782
1993,Servicio Aéreo Leo López S.A. de C.V,11,173
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,117303
1993,Transportes Aéreos  Gane S.A  de C.V,11,0
1994,Aero Sudpacifico S.A.,11,3670
1994,Aerocalifornia,11,60231
1994,Aerocozumel,11,12886
1994,Aeroejecutivo S.A de C.V ,11,12219
1994,Aerolineas Internacionales,11,9955
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,20725
1994,Aeromar,11,28977
1994,Aerolineas Morelos S.A (Aeromorelos),11,2181
1994,Aerovías Caribe S.A  de C.V,11,28127
1994,Aeroméxico (Aerovías de México),11,585836
1994,Aerovías de Poniente S.A de C.V,11,23902
1994,Aviación del Noroeste S.A de C.V,11,6091
1994,Aviacsa (Consorcio Aviaxsa),11,54469
1994,Lineas Aereas Allegro,11,5846
1994,Mexicana (Mexicana de Aviación),11,437347
1994,"Pal Aerolineas, S.A. de C.V.",11,4029
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),11,71340
1994,Servicio Aéreo Leo López S.A. de C.V,11,269
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,192079
1994,Transportes Aéreos  Gane S.A  de C.V,11,242
1995,Aero Sudpacifico S.A.,11,2670
1995,Aerocalifornia,11,71895
1995,Aerocozumel,11,10761
1995,Aeroejecutivo S.A de C.V ,11,13726
1995,Aerolineas Internacionales,11,11807
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,39715
1995,Aeromar,11,31291
1995,Aerolineas Morelos S.A (Aeromorelos),11,2331
1995,Aerovías Caribe S.A  de C.V,11,26401
1995,Aeroméxico (Aerovías de México),11,434742
1995,Aviación del Noroeste S.A de C.V,11,2682
1995,Aviacsa (Consorcio Aviaxsa),11,37035
1995,Lineas Aereas Allegro,11,3463
1995,Mexicana (Mexicana de Aviación),11,366017
1995,"Pal Aerolineas, S.A. de C.V.",11,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),11,0
1995,Servicio Aéreo Leo López S.A. de C.V,11,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,89096
1995,Transportes Aéreos  Gane S.A  de C.V,11,0
1996,Aero Cuahonte S.A de C.V,11,0
1996,Aero Sudpacifico S.A.,11,0
1996,Aerocalifornia,11,92006
1996,Aerocozumel,11,12288
1996,Aeroejecutivo S.A de C.V ,11,27058
1996,Aerolineas Internacionales,11,20541
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,51437
1996,Aeromar,11,30541
1996,Aerolineas Morelos S.A (Aeromorelos),11,2195
1996,Aerovías Caribe S.A  de C.V,11,36250
1996,Aeroméxico (Aerovías de México),11,471488
1996,Aviación del Noroeste S.A de C.V,11,0
1996,Aviacsa (Consorcio Aviaxsa),11,49381
1996,Lineas Aereas Allegro,11,5272
1996,Mexicana (Mexicana de Aviación),11,366305
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,76909
1997,Aero Cuahonte S.A de C.V,11,3804
1997,Aerocalifornia,11,104173
1997,Aerocozumel,11,8426
1997,Aeroejecutivo S.A de C.V ,11,23524
1997,Aerolineas Internacionales,11,12616
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,54259
1997,Aeromar,11,32445
1997,Aerolineas Morelos S.A (Aeromorelos),11,0
1997,Aerovías Caribe S.A  de C.V,11,45082
1997,Aeroméxico (Aerovías de México),11,501156
1997,Aviacsa (Consorcio Aviaxsa),11,42459
1997,Lineas Aereas Allegro,11,3162
1997,Mexicana (Mexicana de Aviación),11,403900
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,106524
1998,Aero Cuahonte S.A de C.V,11,3181
1998,Aerocalifornia,11,127119
1998,Aerocozumel,11,10401
1998,Aeroejecutivo S.A de C.V ,11,5838
1998,Aerolineas Internacionales,11,29021
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,55639
1998,Aeromar,11,32444
1998,Aerovías Caribe S.A  de C.V,11,25491
1998,Aeroméxico (Aerovías de México),11,512870
1998,Aviacsa (Consorcio Aviaxsa),11,76381
1998,Lineas Aereas Allegro,11,8610
1998,Mexicana (Mexicana de Aviación),11,399044
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,143778
1999,Aero Cuahonte S.A de C.V,11,3069
1999,Aerocalifornia,11,118513
1999,Aerocozumel,11,13112
1999,Aeroejecutivo S.A de C.V ,11,3762
1999,Aerolineas Internacionales,11,33698
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,62209
1999,Aeromar,11,37819
1999,Aerovías Caribe S.A  de C.V,11,42929
1999,Aeroméxico (Aerovías de México),11,573425
1999,Aviacsa (Consorcio Aviaxsa),11,90898
1999,Lineas Aereas Allegro,11,10006
1999,Mexicana (Mexicana de Aviación),11,361167
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",11,96262
2000,Aeroméxico (Aerovías de México),11,619420
2000,Mexicana (Mexicana de Aviación),11,446832
2000,Aerocalifornia,11,116253
2000,Aviacsa (Consorcio Aviaxsa),11,120857
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,65337
2000,Aeromar,11,42154
2000,Aerovías Caribe S.A  de C.V,11,37037
2000,Aerolineas Internacionales,11,41368
2000,Lineas Aereas Allegro,11,11699
2000,Aerocozumel,11,6824
2000,Aero Cuahonte S.A de C.V,11,2615
2000,Aeroejecutivo S.A de C.V ,11,0
2001,Aero Cuahonte S.A de C.V,11,1486
2001,Aerocalifornia,11,97378
2001,Aerocozumel,11,5769
2001,Aerolineas Internacionales,11,33698
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,60111
2001,Aeromar,11,37582
2001,Aerovías Caribe S.A  de C.V,11,27658
2001,Aeroméxico (Aerovías de México),11,536062
2001,Aviacsa (Consorcio Aviaxsa),11,107992
2001,Grupo  Aereo Monterrey,11,24647
2001,Lineas Aereas Allegro,11,22727
2001,Lineas Aereas Azteca,11,9052
2001,Mexicana (Mexicana de Aviación),11,394746
2002,Aero Cuahonte S.A de C.V,11,669
2002,Aerocalifornia,11,110857
2002,Aerocozumel,11,3892
2002,Aerolineas Internacionales,11,32885
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,62487
2002,Aeromar,11,39203
2002,Aerovías Caribe S.A  de C.V,11,43157
2002,Aeroméxico (Aerovías de México),11,537786
2002,Aviacsa (Consorcio Aviaxsa),11,119852
2002,Grupo  Aereo Monterrey,11,19773
2002,Lineas Aereas Allegro,11,24804
2002,Lineas Aereas Azteca,11,26440
2002,Mexicana (Mexicana de Aviación),11,391203
2003,Aero Cuahonte S.A de C.V,11,321
2003,Aerocalifornia,11,150526
2003,Aerocozumel,11,0
2003,Aerolineas Internacionales,11,0
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,71553
2003,Aeromar,11,52857
2003,Aerovías Caribe S.A  de C.V,11,53458
2003,Aeroméxico (Aerovías de México),11,525477
2003,Aviacsa (Consorcio Aviaxsa),11,203258
2003,Grupo  Aereo Monterrey,11,35442
2003,Lineas Aereas Allegro,11,34304
2003,Lineas Aereas Azteca,11,53094
2003,Mexicana (Mexicana de Aviación),11,418047
2004,Aero Cuahonte S.A de C.V,11,0
2004,Aerocalifornia,11,144573
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,64183
2004,Aeromar,11,48954
2004,Aerovías Caribe S.A  de C.V,11,61732
2004,Aeroméxico (Aerovías de México),11,532603
2004,Aviacsa (Consorcio Aviaxsa),11,245716
2004,Grupo  Aereo Monterrey,11,38207
2004,Lineas Aereas Azteca,11,60456
2004,Mexicana (Mexicana de Aviación),11,388508
2005,ABC Aerolineas,11,0
2005,Aerocalifornia,11,113782
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,69033
2005,Aeromar,11,55717
2005,Aerovías Caribe S.A  de C.V,11,95634
2005,Aeroméxico (Aerovías de México),11,532094
2005,Aviacsa (Consorcio Aviaxsa),11,250359
2005,Avolar,11,6573
2005,Grupo Aereo  Monterrey,11,32436
2005,Lineas Aereas Azteca,11,69585
2005,Mexicana (Mexicana de Aviación),11,380471
2006,ABC Aerolíneas,11,129427
2006,Aerocalifornia,11,86949
2006,Aeroenlaces,11,1942
2006,Aerolineas Mesoamericanas,11,43216
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,105421
2006,Aeromar,11,54116
2006,Aerovías Caribe S.A  de C.V,11,125217
2006,Aeroméxico (Aerovías de México),11,481141
2006,Aviacsa (Consorcio Aviaxsa),11,292374
2006,Avolar,11,49905
2006,Grupo  Aereo Monterrey,11,46282
2006,Lineas Aereas Azteca,11,81468
2006,Mexicana (Mexicana de Aviación),11,369205
2006,Vuela,11,103351
2007,Aeroméxico (Aerovías de México),11,451213
2007,Mexicana (Mexicana de Aviación),11,405342
2007,Aviacsa (Consorcio Aviaxsa),11,217452
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,210190
2007,Vuela,11,218232
2007,Aerovías Caribe S.A  de C.V,11,185152
2007,ABC Aerolineas,11,190484
2007,Aerocalifornia,11,108914
2007,Aeroenlaces,11,109521
2007,Avolar,11,74288
2007,Aerolineas Mesoamericanas,11,105431
2007,Grupo Aereo  Monterrey,11,46282
2007,Aeromar,11,36545
2007,Lineas Aereas Azteca,11,0
2008,ABC Aerolineas,11,281159
2008,Aerocalifornia,11,0
2008,Aeroenlaces,11,81565
2008,Aerolineas Mesoamericanas,11,0
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,11,286460
2008,Aeromar,11,42594
2008,Aerovías Caribe S.A  de C.V,11,342526
2008,Aeroméxico (Aerovías de México),11,380929
2008,Aviacsa (Consorcio Aviaxsa),11,219447
2008,Avolar,11,0
2008,Grupo Aereo  Monterrey,11,51010
2008,Mexicana (Mexicana de Aviación),11,240359
2008,Vuela,11,272779
2009,Aeroméxico Connect (Aerolitoral),11,353492
2009,Aeroméxico (Aerovias de México),11,312711
2009,Click (Aerovías Caribe),11,331933
