Año,E m p r e s a / Air Carrier,1,2,3,4,5,6,7,8,9,10,11,12,Total / Total
2003,Aero Cuahonte S.A de C.V,645,497,609,526,485,368,372,347,309,349,321,337,5165
2003,Aerocalifornia,128695,67272,30775,128537,136040,140008,39016,153175,25617,147435,150526,155587,1302683
2003,Aerocozumel,3737,3284,3683,3875,2393,2393,0,0,0,0,0,0,19365
2003,Aerolineas Internacionales,59451,52056,49124,52681,40950,0,0,0,0,0,0,0,254262
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,63377,59601,68909,68496,72712,71817,79464,76147,68779,74861,71553,28847,804563
2003,Aeromar,45151,41864,47770,45124,52781,50129,50272,51023,50543,55898,52857,46335,589747
2003,Aerovías Caribe S.A  de C.V,43733,43682,53637,53973,27303,54816,67954,56982,44836,45036,53458,63103,608513
2003,Aeroméxico (Aerovías de México),496748,463235,528515,500786,557334,554130,615864,607205,479304,514499,525477,535098,6378195
2003,Aviacsa (Consorcio Aviaxsa),153322,147251,162822,173940,174265,171935,205021,189219,152028,182250,203258,238487,2153798
2003,Grupo  Aereo Monterrey,20174,21373,36788,32334,34093,43409,52368,58022,30264,29116,35442,37663,431046
2003,Lineas Aereas Allegro,27122,18409,16657,32787,31441,26797,41811,38303,27413,29125,34304,41637,365806
2003,Lineas Aereas Azteca,37607,34572,40104,41472,35854,40891,63228,58498,40229,52711,53094,57101,555361
2003,Mexicana (Mexicana de Aviación),355538,349962,417168,401810,431702,422219,491446,478697,369944,393154,418047,412649,4942336
