E m p r e s a / Air Carrier,Ene/Jan,Feb/Feb,Mar/Mar,Abr/Apr,May/May,Jun/Jun,Jul/Jul,Ago/Aug,Sep/Sep,Oct/Oct,Nov/Nov,Dic/Dec,Total / Total
Aéreo Calafia,"14,324","12,042","13,311","17,297","15,515","14,853","32,759","28,912","20,228","24,015","26,102","28,202","247,560"
Aeromar,"44,926","48,486","56,749","58,404","60,557","54,350","58,420","56,142","43,739","58,022","63,597","62,607","665,999"
Aeroméxico (Aerovías de México),"446,306","416,371","473,301","451,206","501,983","500,516","483,653","443,946","384,570","446,550","429,965","425,034","5,403,401"
Aeroméxico Connect (Aerolitoral),"600,210","555,301","644,043","619,723","624,144","638,441","729,488","714,944","601,628","689,708","652,796","661,404","7,731,830"
Interjet (ABC Aerolíneas),"716,887","666,189","776,718","785,529","833,879","831,042","919,215","882,633","718,766","823,682","810,013","839,292","9,603,845"
Magnicharters (Grupo Aéreo Monterrey),"53,645","41,746","50,705","85,523","79,118","80,728","126,761","106,830","64,241","65,541","73,510","80,133","908,481"
Transportes Aéreos Regionales (TAR),"48,066","32,968","38,258","47,165","47,523","44,922","58,499","52,303","43,496","49,643","54,630","56,651","574,124"
Vivaaerobus (Aeroenlaces),"533,459","431,035","542,394","622,233","624,453","676,930","803,799","770,673","598,539","655,225","678,323","715,218","7,652,281"
Volaris (Concesionaria Vuela Cia de Aviación),"1,100,538","895,521","999,914","1,036,394","1,029,366","991,883","1,146,973","1,062,257","941,678","1,014,750","1,086,410","1,127,584","12,433,268"
