E m p r e s a / Air Carrier,Ene/Jan,Feb/Feb,Mar/Mar,Abr/Apr,May/May,Jun/Jun,Jul/Jul,Ago/Aug,Sep/Sep,Oct/Oct,Nov/Nov,Dic/Dec,Total / Total
Aéreo Calafia, -   , -   , -   , -   , -   ," 4,291 "," 5,229 "," 5,295 "," 4,902 ", -   ," 4,421 "," 7,577 "," 31,715 "
Aeromar," 35,120 "," 36,106 "," 44,635 "," 43,526 "," 45,524 "," 48,054 "," 49,065 "," 43,245 "," 37,970 "," 47,233 "," 46,466 "," 44,004 "," 520,948 "
Aeroméxico (Aerovías de México)," 424,785 "," 350,525 "," 416,691 "," 402,838 "," 466,697 "," 404,596 "," 441,313 "," 442,558 "," 390,897 "," 459,113 "," 451,800 "," 439,001 "," 5,090,814 "
Aeroméxico Connect (Aerolitoral)," 544,041 "," 522,743 "," 591,907 "," 536,892 "," 552,774 "," 514,650 "," 603,624 "," 620,065 "," 546,398 "," 594,733 "," 574,186 "," 572,576 "," 6,774,589 "
Interjet (ABC Aerolíneas)," 584,459 "," 528,206 "," 580,837 "," 624,212 "," 668,312 "," 661,780 "," 720,341 "," 696,793 "," 637,236 "," 699,059 "," 689,076 "," 721,091 "," 7,811,402 "
Magnicharters (Grupo Aéreo Monterrey)," 47,063 "," 48,251 "," 63,653 "," 97,787 "," 81,242 "," 85,715 "," 140,741 "," 124,183 "," 79,034 "," 61,295 "," 79,500 "," 86,036 "," 994,500 "
Transportes Aéreos Regionales (TAR), -   , -   ," 2,222 "," 6,436 "," 7,535 "," 7,565 "," 11,279 "," 12,790 "," 9,978 "," 14,393 "," 9,897 "," 15,063 "," 97,158 "
Vivaaerobus (Aeroenlaces)," 280,642 "," 233,864 "," 275,463 "," 332,642 "," 329,854 "," 328,870 "," 426,898 "," 385,320 "," 291,581 "," 306,346 "," 331,498 "," 374,276 "," 3,897,254 "
Volaris (Concesionaria Vuela Cia de Aviación)," 625,446 "," 482,895 "," 561,407 "," 619,651 "," 631,041 "," 628,082 "," 829,635 "," 714,279 "," 532,873 "," 615,187 "," 667,687 "," 757,570 "," 7,665,753 "
